cover,title,author,shelf,isbn,isbn13,asin,pages,avg_rating,num_ratings,date_pub,date_pub_edition,review,comments,read_count,date_started,date_read,goodreads_id,goodreads_url,rating_numeric
https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,The miracles of life,"Zweig, Stefan",read,,,B0DV7YQ5VZ,,3.53,1648,1903,1903,Write a review,0,"May 18, 2025[edit]",,2025-05-18,24959777,https://www.goodreads.com/book/show/24959777-the-miracles-of-life,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1737312514l/176444106.jpg,Abundance,"Klein, Ezra",read,1668023482,9781668023488,1668023482,304.0,4.12,9492,2025,2025,Write a review,0,"Mar 30, 2025[edit]",,2025-03-30,176444106,https://www.goodreads.com/book/show/176444106-abundance,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555447414l/44767458.jpg,"Dune(Dune, #1)","Herbert, Frank",read,059309932X,9780593099322,059309932X,658.0,4.28,1548576,1965,2019,Write a review,1,"Dec 21, 2024[edit]",,2024-12-21,44767458,https://www.goodreads.com/book/show/44767458-dune,5.0
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585073864l/52675128.jpg,Fantastic Night,"Zweig, Stefan",read,6057972163,9786057972163,6057972163,79.0,3.92,19554,1922,2018,Write a review,0,Dec 2024[edit],,2024-12-01,52675128,https://www.goodreads.com/book/show/52675128-fantastic-night,
https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Did he do it?,"Zweig, Stefan",read,,,B0DV9CQ15H,,3.90,3707,1935,,Write a review,0,"Oct 31, 2024[edit]",,2024-10-31,40945661,https://www.goodreads.com/book/show/40945661-did-he-do-it,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646444605l/485894.jpg,The Metamorphosis,"Kafka, Franz",read,0553213695,9780553213690,0553213695,201.0,3.89,1308507,1915,1972,Write a review,0,"Oct 20, 2024[edit]",,2024-10-17,485894,https://www.goodreads.com/book/show/485894.The_Metamorphosis,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328309104l/7682.jpg,The Great Train Robbery,"Crichton, Michael",read,0553129198,9780553129199,0553129198,300.0,3.89,33741,1975,1979,Write a review,0,"May 17, 2024[edit]",,2024-05-12,7682,https://www.goodreads.com/book/show/7682.The_Great_Train_Robbery,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388264944l/26901.jpg,Seeing Is Forgetting the Name of the Thing One Sees: A Life of Contemporary Artist Robert Irwin,"Weschler, Lawrence",read,0520049209,9780520049208,0520049209,215.0,4.34,2430,1982,1982,Write a review,0,"Mar 29, 2024[edit]",,2024-03-24,26901,https://www.goodreads.com/book/show/26901.Seeing_Is_Forgetting_the_Name_of_the_Thing_One_Sees,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481283595l/33297733.jpg,Amok Koşucusu,"Zweig, Stefan",read,,,B0DM1WJB7S,64.0,3.98,23658,1922,2016,Write a review,0,"Mar 23, 2024[edit]",,2024-03-23,33297733,https://www.goodreads.com/book/show/33297733-amok-ko-ucusu,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172512419l/182163.jpg,Twenty-Four Hours in the Life of a Woman,"Zweig, Stefan",read,1901285480,9781901285482,1901285480,112.0,3.90,38044,1925,2003,"Every time I finish a Zweig novel, I bring the book to my lap, leaving myself speechless at what I just read. I didn't appreciate the phrase ""hangingEvery time I finish a Zweig novel, I bring the book to my lap, leaving myself speechless at what I just read. I didn't appreciate the phrase ""hanging on to every word"" until my first introduction to Zweig, Chess Story. 24hrs carries on that appreciation!Zweig takes Chess Story, Letter from an Unknown Woman, and this novella into a common setup: he places you in the role of an unbeknown character who meets an impressionable stranger. From that point on, the stranger recalls an epic adventure to us. Vices, obsessions, and confessions all come out in great detail, all of which I can greatly empathize with, despite someone reading this almost 100 years after publication. The title of this book lives up to expectations, as a woman recounts a day in her life in a near hour-by-hour refrain. The story brought back feelings of my first love, heartbreak, addiction, and recognition of mortality.I implore anyone I meet to read a Zweig novella or two! Read Chess Story, then this one. They're no longer than 100 pages, and everyone I've ever known who read them did so in less than two days. He's that good!...more[edit]",1,"Mar 15, 2024[edit]",,2024-03-15,182163,https://www.goodreads.com/book/show/182163.Twenty_Four_Hours_in_the_Life_of_a_Woman,5.0
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320552628l/414999.jpg,Childhood’s End,"Clarke, Arthur C.",read,,,,224.0,4.12,168790,1953,1987,Write a review,0,"Mar 08, 2024[edit]",,2024-03-06,414999,https://www.goodreads.com/book/show/414999.Childhood_s_End,5.0
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347488145l/6659874.jpg,Behind the Cloud: The Untold Story of How Salesforce.com Went from Idea to Billion-Dollar Company-and Revolutionized an Industry,"Benioff, Marc",read,0470521163,9780470521168,0470521163,304.0,3.78,4760,2009,2009,Write a review,0,"Feb 03, 2024[edit]",,2024-02-01,6659874,https://www.goodreads.com/book/show/6659874-behind-the-cloud,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1656075543l/59563188.jpg,Knee Ability Zero,"Patrick, Ben",read,,9798985135800,B09KNGDYGL,98.0,4.39,651,,2021,Write a review,0,not set[edit],,2023-12-31,59563188,https://www.goodreads.com/book/show/59563188-knee-ability-zero,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505590203l/36223860.jpg,"Artificial Condition(The Murderbot Diaries, #2)","Wells, Martha",read,,,,158.0,4.26,182006,2018,2018,Write a review,0,"Dec 21, 2023[edit]",,2023-12-21,36223860,https://www.goodreads.com/book/show/36223860-artificial-condition,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631585309l/32758901.jpg,"All Systems Red(The Murderbot Diaries, #1)","Wells, Martha",read,,,,144.0,4.13,314882,2017,2017,Write a review,0,"Dec 20, 2023[edit]",,2023-12-20,32758901,https://www.goodreads.com/book/show/32758901-all-systems-red,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1608039721l/52710961.jpg,Jews Don't Count,"Baddiel, David",read,0008399476,9780008399474,0008399476,144.0,4.20,12537,2021,2021,Write a review,0,"Dec 08, 2023[edit]",,2023-12-04,52710961,https://www.goodreads.com/book/show/52710961-jews-don-t-count,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1626719638l/57924373.jpg,"Sapiens: A Graphic History, Volume 2 - The Pillars of Civilization","Vandermeulen, David",read,0063212234,9780063212237,0063212234,256.0,4.25,4850,2021,2021,Write a review,0,"Dec 03, 2023[edit]",,2023-12-03,57924373,https://www.goodreads.com/book/show/57924373-sapiens,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706941489l/25383991.jpg,Bilinmeyen Bir Kadının Mektubu,"Zweig, Stefan",read,6053606618,9786053606611,6053606618,68.0,4.10,61600,1922,2012,Write a review,0,"Nov 24, 2023[edit]",,2023-11-24,25383991,https://www.goodreads.com/book/show/25383991-bilinmeyen-bir-kad-n-n-mektubu,5.0
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189714l/2165.jpg,The Old Man and the Sea,"Hemingway, Ernest",read,0684830493,9780684830490,0684830493,96.0,3.81,1250014,1952,1996,"Hemingway puts on paper a tragedy that many of us go through, or at the very least, think about: how many acts of heroism go unseen? Why does man go tHemingway puts on paper a tragedy that many of us go through, or at the very least, think about: how many acts of heroism go unseen? Why does man go through the pain he goes through, and what is its meaning if nobody is there to recognize it? A thoughtful weekend read....more[edit]",0,"Nov 24, 2023[edit]",,2023-11-03,2165,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,4.0
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313714836l/10799.jpg,A Farewell to Arms,"Hemingway, Ernest",read,0099910101,9780099910107,0099910101,293.0,3.82,341297,1929,2004,Write a review,0,"Nov 03, 2023[edit]",,2023-11-01,10799,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594616346l/54110137.jpg,"Sapiens: A Graphic History, Volume 1 - The Birth of Humankind","Vandermeulen, David",read,0063055082,9780063055087,0063055082,248.0,4.36,16988,2020,2020,Write a review,0,not set[edit],,2023-09-27,54110137,https://www.goodreads.com/book/show/54110137-sapiens,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630663027l/18050143.jpg,"Zero to One: Notes on Startups, or How to Build the Future","Thiel, Peter",read,0804139296,9780804139298,0804139296,195.0,4.15,375669,2014,2014,Write a review,0,"Sep 22, 2023[edit]",,2023-09-22,18050143,https://www.goodreads.com/book/show/18050143-zero-to-one,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684820892l/65211790.jpg,Misfit: Growing Up Awkward in the '80s,"Gulman, Gary",read,1250777062,9781250777065,1250777062,289.0,4.12,3388,,2023,"“You will always be the same person the bus driver was so happy to see on the first day of school.”This book made me feel a little less alone. It give“You will always be the same person the bus driver was so happy to see on the first day of school.”This book made me feel a little less alone. It gives you that feeling that everyone in the world is as confused, insecure, and anxious as you. But as Gary suggests, just say “I’ll figure it out.” And then, you do....more[edit]",0,"Oct 16, 2023[edit]",,2023-09-22,65211790,https://www.goodreads.com/book/show/65211790-misfit,4.0
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546071216l/5907.jpg,"The Hobbit, or There and Back Again","Tolkien, J.R.R.",read,,,B0DN8P5BQF,366.0,4.29,4307039,1937,2002,Write a review,0,"Jul 09, 2023[edit]",,2023-06-08,5907,https://www.goodreads.com/book/show/5907.The_Hobbit_or_There_and_Back_Again,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1636978687l/58784475.jpg,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle",read,0735243344,9780735243347,0735243344,401.0,4.13,1212071,2022,2022,Write a review,0,"Aug 05, 2023[edit]",,2023-04-28,58784475,https://www.goodreads.com/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327934446l/4980.jpg,Breakfast of Champions,"Vonnegut, Kurt Jr.",read,0385334206,9780385334204,0385334206,303.0,4.06,273130,1973,1999,Write a review,0,"Apr 12, 2023[edit]",,2023-02-10,4980,https://www.goodreads.com/book/show/4980.Breakfast_of_Champions,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1653185078l/43352954.jpg,This Is How You Lose the Time War,"El-Mohtar, Amal",read,,,B0DWV53QNG,209.0,3.86,296172,2019,2019,"Didn't understand a word of this book. Way too pedantic for me. But hey, if you gots more smarts than me, then give it a read! I caught glimpses of beDidn't understand a word of this book. Way too pedantic for me. But hey, if you gots more smarts than me, then give it a read! I caught glimpses of beauty and fantastic character development....more[edit]",1,not set[edit],,2023-01-16,43352954,https://www.goodreads.com/book/show/43352954-this-is-how-you-lose-the-time-war,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632843882l/56404444.jpg,Bewilderment,"Powers, Richard",read,0393881148,9780393881141,0393881148,278.0,3.91,67331,2021,2021,Write a review,0,"Oct 03, 2022[edit]",,2022-08-16,56404444,https://www.goodreads.com/book/show/56404444-bewilderment,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615818399l/15197.jpg,"Maus II: A Survivor's Tale: And Here My Troubles Began(Maus, #2)","Spiegelman, Art",read,0679729771,9780679729778,0679729771,144.0,4.42,154958,1991,1992,Write a review,0,"Jun 26, 2022[edit]",,2022-06-26,15197,https://www.goodreads.com/book/show/15197.Maus_II,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657549823l/59151.jpg,Chess Story,"Zweig, Stefan",read,1590171691,9781590171691,1590171691,104.0,4.27,154389,1942,2005,Write a review,0,"Jun 18, 2022[edit]",,2022-06-18,59151,https://www.goodreads.com/book/show/59151.Chess_Story,5.0
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1633636988l/15196.jpg,"Maus I: A Survivor's Tale: My Father Bleeds History(Maus, #1)","Spiegelman, Art",read,0394541553,9780394541556,0394541553,159.0,4.39,360868,1986,1991,Write a review,0,"Mar 24, 2022[edit]",,2022-03-24,15196,https://www.goodreads.com/book/show/15196.Maus_I,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172591496l/194808.jpg,To Build a Fire,"London, Jack",read,0968709184,9780968709184,0968709184,32.0,3.98,25592,1902,2003,Write a review,0,not set[edit],,2022-03-19,194808,https://www.goodreads.com/book/show/194808.To_Build_a_Fire,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657555929l/27323.jpg,Hiroshima,"Hersey, John",read,0679721037,9780679721031,0679721037,152.0,4.04,85630,1946,1989,Write a review,0,not set[edit],,2022-03-13,27323,https://www.goodreads.com/book/show/27323.Hiroshima,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370969032l/18068424.jpg,The Little Prince,"Saint-Exupéry, Antoine de",read,,,,118.0,4.33,2338453,1943,2000,Write a review,0,"Mar 08, 2022[edit]",,2022-03-08,18068424,https://www.goodreads.com/book/show/18068424-the-little-prince,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1624828540l/57936600.jpg,Where the Deer and the Antelope Play: The Pastoral Observations of One Ignorant American Who Loves to Walk Outside,"Offerman, Nick",read,1101984694,9781101984697,1101984694,352.0,3.71,16278,2021,2021,Write a review,0,"Mar 25, 2022[edit]",,2022-03-05,57936600,https://www.goodreads.com/book/show/57936600-where-the-deer-and-the-antelope-play,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597695864l/54493401.jpg,Project Hail Mary,"Weir, Andy",read,0593135202,9780593135204,0593135202,476.0,4.50,799864,2021,2021,Write a review,1,"Feb 03, 2022[edit]",,2021-12-15,54493401,https://www.goodreads.com/book/show/54493401-project-hail-mary,4.0
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348137748l/48757.jpg,The Tao of Pooh,"Hoff, Benjamin",read,1405204265,9781405204262,1405204265,176.0,4.01,127126,1982,2003,Write a review,0,"Mar 06, 2022[edit]not set[edit]",,2021-11-13,48757,https://www.goodreads.com/book/show/48757.The_Tao_of_Pooh,5.0
https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,The Red-Headed League(The Adventures of Sherlock Holmes #2),"Doyle, Arthur Conan",read,0890613141,9780890613146,0890613141,24.0,3.93,16470,1891,1984,Write a review,0,not set[edit],,2021-09-19,1254877,https://www.goodreads.com/book/show/1254877.The_Red_Headed_League,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594565193l/54482639.jpg,The Vanishing Half,"Bennett, Brit",read,,,,343.0,4.13,821309,2020,2020,Write a review,0,"May 20, 2023[edit]",,2021-08-01,54482639,https://www.goodreads.com/book/show/54482639-the-vanishing-half,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1189170223l/1848444.jpg,"A Scandal in Bohemia(The Adventures of Sherlock Holmes, #1)","Holt, Ronald",read,0582416396,9780582416390,0582416396,85.0,4.24,90668,1891,2000,Write a review,0,not set[edit],,2021-07-25,1848444,https://www.goodreads.com/book/show/1848444.A_Scandal_in_Bohemia,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562786502l/40180098.jpg,The Overstory,"Powers, Richard",read,039335668X,9780393356687,039335668X,502.0,4.12,182196,2018,2019,Write a review,0,"Oct 13, 2021[edit]",,2021-07-10,40180098,https://www.goodreads.com/book/show/40180098-the-overstory,5.0
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1604281659l/52838315.jpg,Greenlights,"McConaughey, Matthew",read,0593139135,9780593139134,0593139135,289.0,4.20,413964,2020,2020,Write a review,0,"Sep 19, 2021[edit]",,2021-06-13,52838315,https://www.goodreads.com/book/show/52838315-greenlights,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457284880l/27220736.jpg,Shoe Dog: A Memoir by the Creator of Nike,"Knight, Phil",read,1501135910,9781501135910,1501135910,400.0,4.46,344261,2016,2016,Write a review,0,"Jan 14, 2022[edit]",,2021-02-23,27220736,https://www.goodreads.com/book/show/27220736-shoe-dog,5.0
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1606707026l/53138083.jpg,"Working Backwards: Insights, Stories, and Secrets from Inside Amazon","Bryar, Colin",read,1250267595,9781250267597,1250267595,304.0,4.21,6967,2021,2021,Write a review,0,"Feb 28, 2021[edit]",,2021-02-16,53138083,https://www.goodreads.com/book/show/53138083-working-backwards,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430330507l/25451264.jpg,"Death's End(Remembrance of Earth’s Past, #3)","Liu, Cixin",read,0765377101,9780765377104,0765377101,604.0,4.41,154448,2010,2016,Write a review,0,"Feb 22, 2023[edit]",,2020-12-27,25451264,https://www.goodreads.com/book/show/25451264-death-s-end,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412064931l/23168817.jpg,"The Dark Forest(Remembrance of Earth’s Past, #2)","Liu, Cixin",read,,,,512.0,4.41,198962,2008,2015,“The sun will set soon. Isn’t your child afraid?”“Of course she’s not afraid. She knows that the sun will rise again tomorrow.”[edit],0,"Apr 18, 2021[edit]",,2020-12-27,23168817,https://www.goodreads.com/book/show/23168817-the-dark-forest,5.0
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600733675l/55333978.jpg,Post Corona: From Crisis to Opportunity,"Galloway, Scott",read,0593332210,9780593332214,0593332210,256.0,3.96,4495,2020,2020,Write a review,0,"Nov 27, 2020[edit]",,2020-11-27,55333978,https://www.goodreads.com/book/show/55333978-post-corona,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440319389l/4981.jpg,Slaughterhouse-Five,"Vonnegut, Kurt Jr.",read,,,,275.0,4.10,1439262,1969,1999,Write a review,0,not set[edit],,2020-08-16,4981,https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630673757l/13593553.jpg,To Sell is Human: The Surprising Truth About Moving Others,"Pink, Daniel H.",read,1594487154,9781594487156,1594487154,272.0,3.88,25851,2012,2012,Write a review,0,"Aug 18, 2020[edit]",,2020-08-11,13593553,https://www.goodreads.com/book/show/13593553-to-sell-is-human,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415428227l/20518872.jpg,"The Three-Body Problem(Remembrance of Earth’s Past, #1)","Liu, Cixin",read,,,,472.0,4.08,448610,2006,2014,Write a review,0,"Dec 05, 2020[edit]",,2020-07-26,20518872,https://www.goodreads.com/book/show/20518872-the-three-body-problem,5.0
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391329559l/139069.jpg,Endurance: Shackleton's Incredible Voyage,"Lansing, Alfred",read,,,B0DSZRCS1Y,282.0,4.45,152582,1959,1999,Write a review,0,"Sep 13, 2020[edit]",,2020-06-11,139069,https://www.goodreads.com/book/show/139069.Endurance,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617113740l/41104077.jpg,Invisible Women: Data Bias in a World Designed for Men,"Criado Pérez, Caroline",read,1419729071,9781419729072,1419729071,448.0,4.34,151789,2019,2019,Write a review,1,not set[edit],,2020-05-26,41104077,https://www.goodreads.com/book/show/41104077-invisible-women,4.0
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427665815l/905.jpg,The Inner Game of Tennis: The Classic Guide to the Mental Side of Peak Performance,"Gallwey, W. Timothy",read,0679778314,9780679778318,0679778314,134.0,4.18,25011,1974,1997,Write a review,0,"Sep 04, 2024[edit]",,2020-05-25,905,https://www.goodreads.com/book/show/905.The_Inner_Game_of_Tennis,5.0
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440485951l/213280.jpg,Setting the Table: The Transforming Power of Hospitality in Business,"Meyer, Danny",read,,,,336.0,4.04,8712,2006,2006,Write a review,0,"Mar 28, 2022[edit]",,2020-04-27,213280,https://www.goodreads.com/book/show/213280.Setting_the_Table,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496699608l/22155.jpg,Let My People Go Surfing: The Education of a Reluctant Businessman,"Chouinard, Yvon",read,0143037838,9780143037835,0143037838,272.0,4.18,27093,2006,2006,Write a review,0,not set[edit],,2020-04-23,22155,https://www.goodreads.com/book/show/22155.Let_My_People_Go_Surfing,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621326555l/36288143.jpg,Brotopia: Breaking Up the Boys' Club of Silicon Valley,"Chang, Emily",read,0735213542,9780735213548,B074LQKJJC,335.0,4.00,6854,2018,2018,Write a review,0,not set[edit],,2020-04-22,36288143,https://www.goodreads.com/book/show/36288143-brotopia,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347654027l/2615.jpg,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,"Christensen, Clayton M.",read,0060521996,9780060521998,0060521996,320.0,4.05,58181,1997,2003,Write a review,0,"May 15, 2020[edit]",,2020-03-23,2615,https://www.goodreads.com/book/show/2615.The_Innovator_s_Dilemma,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438253741l/56713.jpg,The Case for Mars,"Zubrin, Robert",read,0684835509,9780684835501,0684835509,368.0,4.12,2944,1996,1997,Write a review,0,not set[edit],,2020-03-12,56713,https://www.goodreads.com/book/show/56713.The_Case_for_Mars,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388629859l/834745.jpg,Harvard Business Review on Knowledge Management,"Leonard-Barton, Dorothy",read,0875848818,9780875848815,0875848818,223.0,3.65,168,1998,1998,Write a review,0,"Mar 23, 2020[edit]",,2020-03-02,834745,https://www.goodreads.com/book/show/834745.Harvard_Business_Review_on_Knowledge_Management,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530528414l/38820055.jpg,"Positive Populism: Revolutionary Ideas to Rebuild Economic Security, Family, and Community in America","Hilton, Steve",read,0525575588,9780525575580,0525575588,223.0,3.49,59,,2018,Write a review,0,"Feb 29, 2020[edit]",,2020-02-28,38820055,https://www.goodreads.com/book/show/38820055-positive-populism,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454284600l/27068734.jpg,But What If We're Wrong? Thinking About the Present As If It Were the Past,"Klosterman, Chuck",read,0399184120,9780399184123,0399184120,262.0,3.66,18172,2016,2016,Write a review,0,not set[edit],,2020-02-08,27068734,https://www.goodreads.com/book/show/27068734-but-what-if-we-re-wrong-thinking-about-the-present-as-if-it-were-the-pa,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328759411l/6193094.jpg,Getting Green Done: Hard Truths from the Front Lines of the Sustainability Revolution,"Schendler, Auden",read,1586486373,9781586486372,1586486373,304.0,3.69,222,2009,2009,Write a review,0,not set[edit],,2020-02-03,6193094,https://www.goodreads.com/book/show/6193094-getting-green-done,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433156001l/10235.jpg,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World","Kidder, Tracy",read,0812973011,9780812973013,0812973011,333.0,4.20,86989,2003,2004,Write a review,0,not set[edit],,2020-02-03,10235,https://www.goodreads.com/book/show/10235.Mountains_Beyond_Mountains,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523311515l/37976541.jpg,Bad Blood: Secrets and Lies in a Silicon Valley Startup,"Carreyrou, John",read,,,,339.0,4.41,274243,2018,2018,Write a review,0,not set[edit],,2020-02-03,37976541,https://www.goodreads.com/book/show/37976541-bad-blood,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514928537l/37799644.jpg,"Ghosts of the Ostfront(Hardcore History, #27-30)","Carlin, Dan",read,,,B0DTXLHCNG,,4.77,611,2009,2009,Write a review,0,not set[edit],,2020-02-03,37799644,https://www.goodreads.com/book/show/37799644-ghosts-of-the-ostfront,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514984458l/37804128.jpg,"The American Peril(Hardcore History, #49)","Carlin, Dan",read,,,B0DTXC95DZ,,4.33,257,2013,2013,Write a review,0,not set[edit],,2020-02-03,37804128,https://www.goodreads.com/book/show/37804128-the-american-peril,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513964564l/37653294.jpg,"The Destroyer of Worlds(Hardcore History, #59)","Carlin, Dan",read,,,B0DM23NJTZ,,4.60,648,2017,2017,Write a review,0,not set[edit],,2020-02-03,37653294,https://www.goodreads.com/book/show/37653294-the-destroyer-of-worlds,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531615123l/40810591.jpg,"Supernova in the East(Hardcore History, #62-67)","Carlin, Dan",read,,,,,4.69,1043,2018,2018,Write a review,0,not set[edit],,2020-02-03,40810591,https://www.goodreads.com/book/show/40810591-supernova-in-the-east,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421842784l/36072.jpg,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"Covey, Stephen R.",read,0743269519,9780743269513,0743269519,372.0,4.16,794845,1989,2004,Write a review,0,not set[edit],,2020-02-03,36072,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388211242l/69571.jpg,"Rich Dad, Poor Dad","Kiyosaki, Robert T.",read,0751532711,9780751532715,0751532711,195.0,4.10,686328,1997,2001,Write a review,0,"Apr 29, 2020[edit]",,2020-02-03,69571,https://www.goodreads.com/book/show/69571.Rich_Dad_Poor_Dad,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507838927l/36402034.jpg,Do Androids Dream of Electric Sheep?,"Dick, Philip K.",read,,,B0DWVGYNQZ,258.0,4.09,489621,1968,2008,Write a review,0,not set[edit],,2020-02-03,36402034,https://www.goodreads.com/book/show/36402034-do-androids-dream-of-electric-sheep,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327942880l/2493.jpg,The Time Machine,"Wells, H.G.",read,,,,118.0,3.89,548847,1895,2002,Write a review,0,not set[edit],,2020-02-03,2493,https://www.goodreads.com/book/show/2493.The_Time_Machine,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444883508l/25738983.jpg,Outsider in the White House,"Sanders, Bernie",read,1784784192,9781784784195,B00ZNG4MBO,368.0,4.13,1617,1997,2015,Write a review,0,not set[edit],,2020-02-03,25738983,https://www.goodreads.com/book/show/25738983-outsider-in-the-white-house,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443114301l/24338377.jpg,"Saving Capitalism: For the Many, Not the Few","Reich, Robert B.",read,0385350570,9780385350570,0385350570,219.0,4.19,5255,2004,2015,Write a review,0,not set[edit],,2020-02-03,24338377,https://www.goodreads.com/book/show/24338377-saving-capitalism,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630664059l/6596.jpg,The Four Agreements: A Practical Guide to Personal Freedom,"Ruiz, Miguel",read,1878424505,9781878424501,1878424505,152.0,4.19,479618,1997,2001,Write a review,0,"Apr 08, 2021[edit]",,2020-02-03,6596,https://www.goodreads.com/book/show/6596.The_Four_Agreements,
https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878601l/11529868.jpg,The Orphan Master's Son,"Johnson, Adam",read,0812992792,9780812992793,0812992792,443.0,4.07,102619,2012,2012,Write a review,0,not set[edit],,2020-02-03,11529868,https://www.goodreads.com/book/show/11529868-the-orphan-master-s-son,
